sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,swatch_image,swatch_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,additional_images,additional_image_labels,hide_from_product_page,custom_options,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,bundle_shipment_type,associated_skus,downloadable_links,downloadable_samples,configurable_variations,configurable_variation_labels
6591,,Default,simple,Default Category,base,Maroon Persona Plus - 15 Cuft,,,,1,Taxable Goods,Not Visible Individually,68000,,,,maroon-persona-plus-15-cuft-10,,,,https://estore.kenwoodpakistan.com/wp-content/uploads/2018/03/persona-maroon.jpg,,https://estore.kenwoodpakistan.com/wp-content/uploads/2018/03/persona-maroon.jpg,,https://estore.kenwoodpakistan.com/wp-content/uploads/2018/03/persona-maroon.jpg,,,,,,,,Block after Info Column,,,,,,,,,,,Use config,,size=15 Cuft,,0,1,0,0,1,1,1,0,1,0,,1,0,1,1,0,1,0,0,0,,,"5272,5277",,,,,,,,,,,,,,,,,,
6584,,Default,simple,Default Category,base,Brown Persona Plus - 18 Cuft,,,,1,Taxable Goods,Not Visible Individually,73500,,,,brown-persona-plus-18-cuft-9,,,,https://estore.kenwoodpakistan.com/wp-content/uploads/2018/03/persona-brown.jpg,,https://estore.kenwoodpakistan.com/wp-content/uploads/2018/03/persona-brown.jpg,,https://estore.kenwoodpakistan.com/wp-content/uploads/2018/03/persona-brown.jpg,,,,,,,,Block after Info Column,,,,,,,,,,,Use config,,size=18 Cuft,,0,1,0,0,1,1,1,0,1,0,,1,0,1,1,0,1,0,0,0,,,"5272,5278",,,,,,,,,,,,,,,,,,
6579,,Default,simple,Default Category,base,Black Persona Plus - 15 Cuft,,,,1,Taxable Goods,Not Visible Individually,68000,,,,black-persona-plus-15-cuft-1,,,,https://estore.kenwoodpakistan.com/wp-content/uploads/2018/03/persona-black.jpg,,https://estore.kenwoodpakistan.com/wp-content/uploads/2018/03/persona-black.jpg,,https://estore.kenwoodpakistan.com/wp-content/uploads/2018/03/persona-black.jpg,,,,,,,,Block after Info Column,,,,,,,,,,,Use config,,size=15 Cuft,,0,1,0,0,1,1,1,0,1,0,,1,0,1,1,0,1,0,0,0,,,"5277,5278",,,,,,,,,,,,,,,,,,
6575,,Default,simple,Default Category,base,Golden Classic Plus - 15 Cuft,,,,1,Taxable Goods,Not Visible Individually,59000,,,,golden-classic-plus-15-cuft-6,,,,https://estore.kenwoodpakistan.com/wp-content/uploads/2018/03/Golden_Front_-1.jpg,,https://estore.kenwoodpakistan.com/wp-content/uploads/2018/03/Golden_Front_-1.jpg,,https://estore.kenwoodpakistan.com/wp-content/uploads/2018/03/Golden_Front_-1.jpg,,,,,,,,Block after Info Column,,,,,,,,,,,Use config,,size=15 Cuft,,0,1,0,0,1,1,1,0,1,0,,1,0,1,1,0,1,0,0,0,,,"5273,5274",,,,,,,,,,,,,,,,,,
6571,,Default,simple,Default Category,base,Brown Classic Plus - 15 Cuft,,,,1,Taxable Goods,Not Visible Individually,59000,,,,brown-classic-plus-15-cuft-8,,,,https://estore.kenwoodpakistan.com/wp-content/uploads/2018/03/Brown_Front.jpg,,https://estore.kenwoodpakistan.com/wp-content/uploads/2018/03/Brown_Front.jpg,,https://estore.kenwoodpakistan.com/wp-content/uploads/2018/03/Brown_Front.jpg,,,,,,,,Block after Info Column,,,,,,,,,,,Use config,,size=15 Cuft,,0,1,0,0,1,1,1,0,1,0,,1,0,1,1,0,1,0,0,0,,,"5273,5275",,,,,,,,,,,,,,,,,,
6567,,Default,simple,Default Category,base,Blue Hair Line Classic Plus - 15 Cuft,,,,1,Taxable Goods,Not Visible Individually,59000,,,,blue-hair-line-classic-plus-15-cuft-5,,,,https://estore.kenwoodpakistan.com/wp-content/uploads/2018/03/Blue-Hairline-Front.jpg,,https://estore.kenwoodpakistan.com/wp-content/uploads/2018/03/Blue-Hairline-Front.jpg,,https://estore.kenwoodpakistan.com/wp-content/uploads/2018/03/Blue-Hairline-Front.jpg,,,,,,,,Block after Info Column,,,,,,,,,,,Use config,,size=15 Cuft,,0,1,0,0,1,1,1,0,1,0,,1,0,1,1,0,1,0,0,0,,,"5274,5275",,,,,,,,,,,,,,,,,,
6563,,Default,simple,Default Category,base,Silver Hair Line Classic Plus - 18 Cuft,,,,1,Taxable Goods,Not Visible Individually,67500,,,,silver-hair-line-classic-plus-18-cuft-9,,,,https://estore.kenwoodpakistan.com/wp-content/uploads/2018/03/Silver-Hairline_Front.jpg,,https://estore.kenwoodpakistan.com/wp-content/uploads/2018/03/Silver-Hairline_Front.jpg,,https://estore.kenwoodpakistan.com/wp-content/uploads/2018/03/Silver-Hairline_Front.jpg,,,,,,,,Block after Info Column,,,,,,,,,,,Use config,,size=18 Cuft,,0,1,0,0,1,1,1,0,1,0,,1,0,1,1,0,1,0,0,0,,,"5273,5274",,,,,,,,,,,,,,,,,,
10069,,Default,simple,Default Category,base,New Black Persona Plus - 18 Cuft,,,,1,Taxable Goods,Not Visible Individually,73500,,,,new-black-persona-plus-18-cuft-1,,,,https://estore.kenwoodpakistan.com/wp-content/uploads/2021/02/New-Persona-Black.jpg,,https://estore.kenwoodpakistan.com/wp-content/uploads/2021/02/New-Persona-Black.jpg,,https://estore.kenwoodpakistan.com/wp-content/uploads/2021/02/New-Persona-Black.jpg,,,,,,,,Block after Info Column,,,,,,,,,,,Use config,,size=18 Cuft,,0,1,0,0,1,1,1,0,1,0,,1,0,1,1,0,1,0,0,0,,,"5277,5278",,,,,,,,,,,,,,,,,,
6592,,Default,simple,Default Category,base,Maroon Persona Plus - 18 Cuft,,,,1,Taxable Goods,Not Visible Individually,73500,,,,maroon-persona-plus-18-cuft-2,,,,https://estore.kenwoodpakistan.com/wp-content/uploads/2018/03/persona-maroon.jpg,,https://estore.kenwoodpakistan.com/wp-content/uploads/2018/03/persona-maroon.jpg,,https://estore.kenwoodpakistan.com/wp-content/uploads/2018/03/persona-maroon.jpg,,,,,,,,Block after Info Column,,,,,,,,,,,Use config,,size=18 Cuft,,0,1,0,0,1,1,1,0,1,0,,1,0,1,1,0,1,0,0,0,,,"5272,5277",,,,,,,,,,,,,,,,,,
6588,,Default,simple,Default Category,base,Golden Persona Plus - 18 Cuft,,,,1,Taxable Goods,Not Visible Individually,73500,,,,golden-persona-plus-18-cuft-4,,,,https://estore.kenwoodpakistan.com/wp-content/uploads/2018/03/persona-golden.jpg,,https://estore.kenwoodpakistan.com/wp-content/uploads/2018/03/persona-golden.jpg,,https://estore.kenwoodpakistan.com/wp-content/uploads/2018/03/persona-golden.jpg,,,,,,,,Block after Info Column,,,,,,,,,,,Use config,,size=18 Cuft,,0,1,0,0,1,1,1,0,1,0,,1,0,1,1,0,1,0,0,0,,,"5272,5277",,,,,,,,,,,,,,,,,,
6580,,Default,simple,Default Category,base,Black Persona Plus - 18 Cuft,,,,1,Taxable Goods,Not Visible Individually,73500,,,,black-persona-plus-18-cuft-9,,,,https://estore.kenwoodpakistan.com/wp-content/uploads/2018/03/persona-black.jpg,,https://estore.kenwoodpakistan.com/wp-content/uploads/2018/03/persona-black.jpg,,https://estore.kenwoodpakistan.com/wp-content/uploads/2018/03/persona-black.jpg,,,,,,,,Block after Info Column,,,,,,,,,,,Use config,,size=18 Cuft,,0,1,0,0,1,1,1,0,1,0,,1,0,1,1,0,1,0,0,0,,,"5277,5278",,,,,,,,,,,,,,,,,,
6576,,Default,simple,Default Category,base,Golden Classic Plus - 18 Cuft,,,,1,Taxable Goods,Not Visible Individually,67500,,,,golden-classic-plus-18-cuft-4,,,,https://estore.kenwoodpakistan.com/wp-content/uploads/2018/03/Golden_Front_-1.jpg,,https://estore.kenwoodpakistan.com/wp-content/uploads/2018/03/Golden_Front_-1.jpg,,https://estore.kenwoodpakistan.com/wp-content/uploads/2018/03/Golden_Front_-1.jpg,,,,,,,,Block after Info Column,,,,,,,,,,,Use config,,size=18 Cuft,,0,1,0,0,1,1,1,0,1,0,,1,0,1,1,0,1,0,0,0,,,"5273,5274",,,,,,,,,,,,,,,,,,
6572,,Default,simple,Default Category,base,Brown Classic Plus - 18 Cuft,,,,1,Taxable Goods,Not Visible Individually,67500,,,,brown-classic-plus-18-cuft-5,,,,https://estore.kenwoodpakistan.com/wp-content/uploads/2018/03/Brown_Front.jpg,,https://estore.kenwoodpakistan.com/wp-content/uploads/2018/03/Brown_Front.jpg,,https://estore.kenwoodpakistan.com/wp-content/uploads/2018/03/Brown_Front.jpg,,,,,,,,Block after Info Column,,,,,,,,,,,Use config,,size=18 Cuft,,0,1,0,0,1,1,1,0,1,0,,1,0,1,1,0,1,0,0,0,,,"5273,5275",,,,,,,,,,,,,,,,,,
6568,,Default,simple,Default Category,base,Blue Hair Line Classic Plus - 18 Cuft,,,,1,Taxable Goods,Not Visible Individually,67500,,,,blue-hair-line-classic-plus-18-cuft-7,,,,https://estore.kenwoodpakistan.com/wp-content/uploads/2018/03/Blue-Hairline-Front.jpg,,https://estore.kenwoodpakistan.com/wp-content/uploads/2018/03/Blue-Hairline-Front.jpg,,https://estore.kenwoodpakistan.com/wp-content/uploads/2018/03/Blue-Hairline-Front.jpg,,,,,,,,Block after Info Column,,,,,,,,,,,Use config,,size=18 Cuft,,0,1,0,0,1,1,1,0,1,0,,1,0,1,1,0,1,0,0,0,,,"5274,5275",,,,,,,,,,,,,,,,,,
10060,,Default,configurable,Default Category/Refrigerators/New Persona Plus Glass Door series,base,New Brown Persona Plus,"<ul>
\n 	<li>New Persona Plus Series</li>
\n 	<li>SECOP (German technology super quiet compressor)</li>
\n 	<li>Vegetable tray with up to 10kg dry vegetable storage</li>
\n 	<li>Can operate at voltage as low as 170V without tripping</li>
\n 	<li>Easily removable/washable compressor drain tray</li>
\n 	<li>True capacity volume of refrigerator and freezer</li>
\n 	<li>Embossed PCM sheet for cabinets</li>
\n 	<li>Interior dual LED light</li>
\n 	<li>Anti-fungal detachable gasket</li>
\n 	<li>Up to 35% energy saving</li>
\n 	<li>R600a refrigerant gas</li>
\n</ul>","Kenwood New Persona Plus a glass door series that gives a very modern look to the interior of your home which adds on to the architectural theme. Aesthetically elegant and smooth as silk with handle-less design, Persona is a true reflection of excellence and modern design",,1,Taxable Goods,"Catalog, Search",40000,,,,new-brown-persona-plus-4,Kenwood - Refrigerator prices in Pakistan,,"Kenwood glass door refrigerator are one of the best refrigerators in Pakistan aesthetically elegant & smooth as silk, adds modern look to your interior",https://estore.kenwoodpakistan.com/wp-content/uploads/2021/02/New-persona-brown.jpg,,https://estore.kenwoodpakistan.com/wp-content/uploads/2021/02/New-persona-brown.jpg,,https://estore.kenwoodpakistan.com/wp-content/uploads/2021/02/New-persona-brown.jpg,,,,,,,,Block after Info Column,,,,,,,,,,,Use config,,,,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,0,,,"5272,5278",,,,,,,,,,,,,,,,,"sku=10361,size=9 Cuft|sku=10061,size=11 Cuft|sku=10062,size=13 Cuft|sku=10063,size=15 Cuft|sku=10064,size=18 Cuft",size=Size
10055,,Default,configurable,Default Category/Refrigerators/New Persona Plus Glass Door series,base,New Maroon Persona Plus,"<ul>
\n 	<li>New Persona Plus Series</li>
\n 	<li>SECOP (German technology super quiet compressor)</li>
\n 	<li>Vegetable tray with up to 10kg dry vegetable storage</li>
\n 	<li>Can operate at voltage as low as 170V without tripping</li>
\n 	<li>Easily removable/washable compressor drain tray</li>
\n 	<li>True capacity volume of refrigerator and freezer</li>
\n 	<li>Embossed PCM sheet for cabinets</li>
\n 	<li>Interior dual LED light</li>
\n 	<li>Anti-fungal detachable gasket</li>
\n 	<li>Up to 35% energy saving</li>
\n 	<li>R600a refrigerant gas</li>
\n</ul>","Kenwood New Persona Plus a glass door series that gives a very modern look to the interior of your home which adds on to the architectural theme. Aesthetically elegant and smooth as silk with handle-less design, Persona is a true reflection of excellence and modern design",,1,Taxable Goods,"Catalog, Search",40000,,,,new-maroon-persona-plus-1,%%title%% %%sep%% %%category%% %%sitename%%,,"Kenwood glass door refrigerator are one of the best refrigerators in Pakistan aesthetically elegant & smooth as silk, adds modern look to your interior","https://estore.kenwoodpakistan.com/wp-content/uploads/2021/02/New-Persona-Plus-Maroon.jpg, https://estore.kenwoodpakistan.com/wp-content/uploads/2018/03/Persona-GD.png",,"https://estore.kenwoodpakistan.com/wp-content/uploads/2021/02/New-Persona-Plus-Maroon.jpg, https://estore.kenwoodpakistan.com/wp-content/uploads/2018/03/Persona-GD.png",,"https://estore.kenwoodpakistan.com/wp-content/uploads/2021/02/New-Persona-Plus-Maroon.jpg, https://estore.kenwoodpakistan.com/wp-content/uploads/2018/03/Persona-GD.png",,,,,,,,Block after Info Column,,,,,,,,,,,Use config,,,,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,0,,,"5272,5277",,,,,,,,,,,,,,,,,"sku=10362,size=9 Cuft|sku=10056,size=11 Cuft|sku=10057,size=13 Cuft|sku=10059,size=15 Cuft|sku=10058,size=18 Cuft",size=Size
10050,,Default,configurable,Default Category/Refrigerators/New Persona Plus Glass Door series,base,New Golden Persona Plus,"<ul>
\n 	<li>New Persona Plus Series</li>
\n 	<li>SECOP (German technology super quiet compressor)</li>
\n 	<li>Vegetable tray with up to 10kg dry vegetable storage</li>
\n 	<li>Can operate at voltage as low as 170V without tripping</li>
\n 	<li>Easily removable/washable compressor drain tray</li>
\n 	<li>True capacity volume of refrigerator and freezer</li>
\n 	<li>Embossed PCM sheet for cabinets</li>
\n 	<li>Interior dual LED light</li>
\n 	<li>Anti-fungal detachable gasket</li>
\n 	<li>Up to 35% energy saving</li>
\n 	<li>R600a refrigerant gas</li>
\n</ul>","Kenwood New Persona Plus a glass door series that gives a very modern look to the interior of your home which adds on to the architectural theme. Aesthetically elegant and smooth as silk with handle-less design, Persona is a true reflection of excellence and modern design",,1,Taxable Goods,"Catalog, Search",40000,,,,new-golden-persona-plus-3,%%title%% %%sep%% %%category%% %%sitename%%,,"Kenwood glass door refrigerator are one of the best refrigerators in Pakistan aesthetically elegant & smooth as silk, adds modern look to your interior.",https://estore.kenwoodpakistan.com/wp-content/uploads/2021/02/New-Persona-Golden.jpg,,https://estore.kenwoodpakistan.com/wp-content/uploads/2021/02/New-Persona-Golden.jpg,,https://estore.kenwoodpakistan.com/wp-content/uploads/2021/02/New-Persona-Golden.jpg,,,,,,,,Block after Info Column,,,,,,,,,,,Use config,,,,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,0,,,"5272,5277",,,,,,,,,,,,,,,,,"sku=10363,size=9 Cuft|sku=10051,size=11 Cuft|sku=10052,size=13 Cuft|sku=10053,size=15 Cuft|sku=10054,size=18 Cuft",size=Size
10085,,Default,configurable,Default Category/Refrigerators/New Classic Plus series,base,New Blue Hair Line Classic Plus,"<ul>
\n 	<li>SECOP (German technology super quiet compressor)</li>
\n 	<li>Vegetable tray with up to 10kg dry vegetable storage</li>
\n 	<li>Can operate at voltage as low as 170V without tripping</li>
\n 	<li>Easily removable/washable compressor drain tray</li>
\n 	<li>The true capacity volume of refrigerator and freezer</li>
\n 	<li>Embossed PCM sheet for cabinets</li>
\n 	<li>Interior dual LED light</li>
\n 	<li>Anti-fungal detachable gasket</li>
\n 	<li>Up to 35% energy saving</li>
\n 	<li>R600a refrigerant gas</li>
\n</ul>","Kenwood New Classic Plus series is a perfect match for those who adore simplicity. With its simple style and vinyl coated body, the ergonomics of classic series makes the refrigerator user-friendly with durable aluminum door handles.",,1,Taxable Goods,"Catalog, Search",40000,,,,new-blue-hair-line-classic-plus-9,Kenwood - Refrigerator prices in Pakistan,,Kenwood Pakistan vinyl coated refrigerators range considered as one of the best refrigerators in Pakistan because of its quality and special features,https://estore.kenwoodpakistan.com/wp-content/uploads/2021/02/blue-hairline-VCM-New.jpg,,https://estore.kenwoodpakistan.com/wp-content/uploads/2021/02/blue-hairline-VCM-New.jpg,,https://estore.kenwoodpakistan.com/wp-content/uploads/2021/02/blue-hairline-VCM-New.jpg,,,,,,,,Block after Info Column,,,,,,,,,,,Use config,,,,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,0,,,"5274,5275",,,,,,,,,,,,,,,,,"sku=10369,size=9 Cuft|sku=10086,size=11 Cuft|sku=10087,size=13 Cuft|sku=10088,size=15 Cuft|sku=10089,size=18 Cuft",size=Size
10080,,Default,configurable,Default Category/Refrigerators/New Classic Plus series,base,New Silver Hair Line Classic Plus,"<ul>
\n 	<li>SECOP (German technology super quiet compressor)</li>
\n 	<li>Vegetable tray with up to 10kg dry vegetable storage</li>
\n 	<li>Can operate at voltage as low as 170V without tripping</li>
\n 	<li>Easily removable/washable compressor drain tray</li>
\n 	<li>The true capacity volume of refrigerator and freezer</li>
\n 	<li>Embossed PCM sheet for cabinets</li>
\n 	<li>Interior dual LED light</li>
\n 	<li>Anti-fungal detachable gasket</li>
\n 	<li>Up to 35% energy saving</li>
\n 	<li>R600a refrigerant gas</li>
\n</ul>","Kenwood New Classic Plus series is a perfect match for those who adore simplicity. With its simple style and vinyl coated body, the ergonomics of classic series makes the refrigerator user-friendly with durable aluminum door handles.",,1,Taxable Goods,"Catalog, Search",40000,,,,new-silver-hair-line-classic-plus-4,Kenwood - Refrigerator prices in Pakistan,,Kenwood Pakistan vinyl coated refrigerators range considered as one of the best refrigerators in Pakistan because of its quality and special features,https://estore.kenwoodpakistan.com/wp-content/uploads/2021/02/Silver-hairline-VCM-New.jpg,,https://estore.kenwoodpakistan.com/wp-content/uploads/2021/02/Silver-hairline-VCM-New.jpg,,https://estore.kenwoodpakistan.com/wp-content/uploads/2021/02/Silver-hairline-VCM-New.jpg,,,,,,,,Block after Info Column,,,,,,,,,,,Use config,,,,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,0,,,"5273,5274",,,,,,,,,,,,,,,,,"sku=10370,size=9 Cuft|sku=10081,size=11 Cuft|sku=10082,size=13 Cuft|sku=10083,size=15 Cuft|sku=10084,size=18 Cuft",size=Size
10075,,Default,configurable,Default Category/Refrigerators/New Classic Plus series,base,New Golden Classic Plus,"<ul>
\n 	<li>SECOP (German technology super quiet compressor)</li>
\n 	<li>Vegetable tray with up to 10kg dry vegetable storage</li>
\n 	<li>Can operate at voltage as low as 170V without tripping</li>
\n 	<li>Easily removable/washable compressor drain tray</li>
\n 	<li>The true capacity volume of refrigerator and freezer</li>
\n 	<li>Embossed PCM sheet for cabinets</li>
\n 	<li>Interior dual LED light</li>
\n 	<li>Anti-fungal detachable gasket</li>
\n 	<li>Up to 35% energy saving</li>
\n 	<li>R600a refrigerant gas</li>
\n</ul>","Kenwood New Classic Plus series is a perfect match for those who adore simplicity. With its simple style and vinyl coated body, the ergonomics of classic series makes the refrigerator user-friendly with durable aluminum door handles.",,1,Taxable Goods,"Catalog, Search",40000,,,,new-golden-classic-plus-1,%%title%% %%sep%% %%category%% %%sitename%%,,Kenwood Pakistan vinyl coated refrigerators range considered as one of the best refrigerators in Pakistan because of it's quality and special features,https://estore.kenwoodpakistan.com/wp-content/uploads/2021/02/VCM-golden-New.jpg,,https://estore.kenwoodpakistan.com/wp-content/uploads/2021/02/VCM-golden-New.jpg,,https://estore.kenwoodpakistan.com/wp-content/uploads/2021/02/VCM-golden-New.jpg,,,,,,,,Block after Info Column,,,,,,,,,,,Use config,,,,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,0,,,"5273,5274",,,,,,,,,,,,,,,,,"sku=10371,size=9 Cuft|sku=10076,size=11 Cuft|sku=10077,size=13 Cuft|sku=10078,size=15 Cuft|sku=10079,size=18 Cuft",size=Size
10070,,Default,configurable,Default Category/Refrigerators/New Classic Plus series,base,New Brown Classic Plus,"<ul>
\n 	<li>SECOP (German technology super quiet compressor)</li>
\n 	<li>Vegetable tray with up to 10kg dry vegetable storage</li>
\n 	<li>Can operate at voltage as low as 170V without tripping</li>
\n 	<li>Easily removable/washable compressor drain tray</li>
\n 	<li>The true capacity volume of refrigerator and freezer</li>
\n 	<li>Embossed PCM sheet for cabinets</li>
\n 	<li>Interior dual LED light</li>
\n 	<li>Anti-fungal detachable gasket</li>
\n 	<li>Up to 35% energy saving</li>
\n 	<li>R600a refrigerant gas</li>
\n</ul>","Kenwood New Classic Plus series is a perfect match for those who adore simplicity. With its simple style and vinyl coated body, the ergonomics of classic series makes the refrigerator user-friendly with durable aluminum door handles.",,1,Taxable Goods,"Catalog, Search",40000,,,,new-brown-classic-plus-7,%%title%% %%sep%% %%category%% %%sitename%%,,Kenwood Pakistan vinyl coated refrigerators range considered as one of the best refrigerators in Pakistan because of its quality and special features,https://estore.kenwoodpakistan.com/wp-content/uploads/2021/02/vcm-brown-New.jpg,,https://estore.kenwoodpakistan.com/wp-content/uploads/2021/02/vcm-brown-New.jpg,,https://estore.kenwoodpakistan.com/wp-content/uploads/2021/02/vcm-brown-New.jpg,,,,,,,,Block after Info Column,,,,,,,,,,,Use config,,,,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,0,,,"5273,5275",,,,,,,,,,,,,,,,,"sku=10372,size=9 Cuft|sku=10071,size=11 Cuft|sku=10072,size=13 Cuft|sku=10073,size=15 Cuft|sku=10074,size=18 Cuft",size=Size
10046,,Default,simple,Default Category/Kitchen Appliances/Blender,base,BLP-10,"<ul>
\n 	<li>Capacity-2L family size goblet</li>
\n 	<li>2 Mills-1 mill for dry spices+1 mills for coffee beans</li>
\n 	<li>2 Blender jars- 1 jar for Spicy cooking ingredients+1 jar for smoothies.</li>
\n 	<li>400W motor for everyday chopping &amp; blending</li>
\n 	<li>2 Speed + Pulse function for blending flexibility</li>
\n 	<li>Detachable stainless steel blade units for easy</li>
\n 	<li>Cord storage</li>
\n 	<li>Rubber feet</li>
\n 	<li>Safety interlock system Accessories</li>
\n</ul>","<div class=""col-xs-12"">
\n<h3>About the Blender BL-335</h3>
\nBase dismantles for easy cleaning with removable filler cap and oil drip-feed. Ideal for mayonnaise and dips with attachments such as mill, storage lid, and sprinkler cap.
\n
\n<hr />
\n
\n</div>
\n<div class=""row"">
\n<div class=""col-xs-4""><img class=""img-responsive"" src=""https://www.kenwoodpakistan.com/wp-content/uploads/2016/11/Blenders-BL335-800x600-2_300x225.jpg"" width=""280"" height=""210"" /></div>
\n<div class=""col-xs-8"">
\n<h3>Simple</h3>
\nThis simple little blender in white has a 350W motor, 1-liter plastic goblet, and 1 speed. It has a measuring guide embossed on both sides to suit left or right-handed cooks, and with its removable base, it's also very easy to clean.
\n
\n</div>
\n</div>
\n
\n<hr />
\n
\n<div class=""row"">
\n<div class=""col-xs-8"">
\n
\n&nbsp;
\n
\n</div>
\n<div class=""col-xs-4""></div>
\n</div>",,1,Taxable Goods,"Catalog, Search",8300,,,,blp-10-2,,,,https://estore.kenwoodpakistan.com/wp-content/uploads/2021/02/Blp-10.png,,https://estore.kenwoodpakistan.com/wp-content/uploads/2021/02/Blp-10.png,,https://estore.kenwoodpakistan.com/wp-content/uploads/2021/02/Blp-10.png,,,,,,,,Block after Info Column,,,,,,,,,,,Use config,,,4,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,0,,,"5312,5313",,,,,,,,,,,,,,,,,,
9504,,Default,simple,Default Category/Kitchen Appliances/Steam Iron,base,ISP-100BL,"• Large 240ml water tank capacity
\n• Adjustable steam and temperature control for different fabrics
\n• Non-stick soleplate for easy gliding and convenient to clean
\n• Vertical steam function to remove creases on hanging fabrics
\n• Optimal steam rate 0-20g/min variable steam, 60g/min boost to remove stubborn creases
\n• Anti-scaling system prevents scale from building up for better ironing performance
\n• Self-clean function
\n• 1.8m cotton power cord for added convenience",,,1,Taxable Goods,"Catalog, Search",5500,,,,isp-100bl-9,,,,https://estore.kenwoodpakistan.com/wp-content/uploads/2020/10/ISP-100BL.jpg,,https://estore.kenwoodpakistan.com/wp-content/uploads/2020/10/ISP-100BL.jpg,,https://estore.kenwoodpakistan.com/wp-content/uploads/2020/10/ISP-100BL.jpg,,,,,,,,Block after Info Column,,,,,,,,,,,Use config,,,9,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
6678,,Default,simple,"Default Category/Kitchen Appliances/Kettle,Default Category/Kitchen Appliances",base,ZJM-01,"<strong>ZJM-01</strong>
\n
\nS/S kettle
\n
\nPower: supply:220-240V~50Hz, 1850-2200W
\n
\n360°cordless design
\n
\nMax capacity 1.7L
\n
\nRemovable mesh filter
\n
\nWide spout for easy pour
\n
\nConcealed heating element
\n
\nAutomatic lid-opening structure
\n
\nIndicator light on the switch
\n
\nAuto shut-off with boil-dry protection
\n
\nInternal water gague",,,1,Taxable Goods,"Catalog, Search",5900,,,,zjm-01-10,,,,https://estore.kenwoodpakistan.com/wp-content/uploads/2020/04/ZJM-01.png,,https://estore.kenwoodpakistan.com/wp-content/uploads/2020/04/ZJM-01.png,,https://estore.kenwoodpakistan.com/wp-content/uploads/2020/04/ZJM-01.png,,,,,,,,Block after Info Column,,,,,,,,,,,Use config,,,3,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
6674,,Default,simple,"Default Category/Kitchen Appliances/Kettle,Default Category/Kitchen Appliances",base,ZJP-01,"<strong>ZJP-01</strong>
\n
\nPower: supply:220-240V~50Hz, 1850-2200W
\n
\nStylish design to compliment any kitchen
\n
\n360°cordless design
\n
\nMax capacity 1.7L
\n
\nRemovable mesh filter
\n
\nWide spout for an easy pour
\n
\nAutomatic lid-opening structure
\n
\nIndicator light on the switch
\n
\nAuto shut-off with boil-dry protection
\n
\nInternal water gauge",,,1,Taxable Goods,"Catalog, Search",4800,,,,zjp-01-9,,,,"https://estore.kenwoodpakistan.com/wp-content/uploads/2020/04/ZJP-01.png, https://estore.kenwoodpakistan.com/wp-content/uploads/2020/04/ZJP-01.png, https://estore.kenwoodpakistan.com/wp-content/uploads/2020/04/3.png",,"https://estore.kenwoodpakistan.com/wp-content/uploads/2020/04/ZJP-01.png, https://estore.kenwoodpakistan.com/wp-content/uploads/2020/04/ZJP-01.png, https://estore.kenwoodpakistan.com/wp-content/uploads/2020/04/3.png",,"https://estore.kenwoodpakistan.com/wp-content/uploads/2020/04/ZJP-01.png, https://estore.kenwoodpakistan.com/wp-content/uploads/2020/04/ZJP-01.png, https://estore.kenwoodpakistan.com/wp-content/uploads/2020/04/3.png",,,,,,,,Block after Info Column,,,,,,,,,,,Use config,,,8,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
